"""Date""","""Price"""
2009-07-01,1.7
2009-07-02,1.71
2009-07-03,1.62
2009-07-04,1.55
2009-07-05,1.63
2009-07-06,1.51
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
